排名,校名,总得分,人才培养,科学研究,分省排名,学校类型,学校参考类型
得分,研究生培养,本科生培养,得分,自然科学研究,社会科学研究
168,河南科技大学,10.52,7.21,1.76,5.44,3.31,2.88,0.44,豫,4,理工,工学类,教研1型
169,西安建筑科技大学,10.52,7.40,2.88,4.52,3.12,2.58,0.53,陕,9,理工,文理类,教研1型
170,天津工业大学,10.50,7.04,2.05,5.00,3.45,2.96,0.49,津,5,理工,文理类,教研1型
171,山东理工大学,10.49,6.81,1.63,5.18,3.68,2.64,1.04,鲁,10,理工,文理类,教研1型
172,内蒙古大学,10.46,7.74,2.32,5.41,2.72,1.49,1.24,蒙,1,综合,综合类,教研1型
173,陕西科技大学,10.43,6.35,2.20,4.15,4.08,3.79,0.29,陕,10,理工,文理类,教研1型
174,河南理工大学,10.39,7.09,1.85,5.25,3.30,2.59,0.70,豫,5,理工,文理类,教研1型
175,河南农业大学,10.24,6.51,2.05,4.46,3.72,3.31,0.41,豫,6,农业,文理类,教研1型
176,河北医科大学,10.22,6.63,2.67,3.96,3.59,3.55,0.05,冀,6,医药,医学类,教研1型
177,湖南农业大学,10.21,6.16,2.43,3.73,4.05,2.98,1.07,湘,6,农业,文理类,教研1型
178,上海外国语大学,10.19,6.30,2.52,3.78,3.89,0.00,3.89,沪,11,语文,文学类,研教1型
179,北京中医药大学,10.16,6.35,2.49,3.86,3.81,3.57,0.24,京,24,医药,医学类,研教2型
180,石河子大学,10.13,6.99,2.02,4.97,3.14,2.24,0.90,新,2,综合,文理类,教研2型
181,长春理工大学,9.98,6.78,2.38,4.39,3.20,2.87,0.33,吉,3,理工,文理类,教研1型
182,聊城大学,9.81,5.81,1.85,3.96,4.00,2.62,1.38,鲁,11,综合,综合类,教研1型
183,温州大学,9.78,4.99,1.59,3.40,4.79,3.10,1.69,浙,10,综合,综合类,教研1型
184,南京中医药大学,9.76,6.37,2.14,4.23,3.39,3.07,0.33,苏,21,医药,医学类,教研1型
185,北京外国语大学,9.73,6.32,2.20,4.12,3.41,0.01,3.40,京,25,语文,文学类,研教2型
186,天津科技大学,9.69,6.54,1.95,4.59,3.15,2.72,0.43,津,6,理工,文理类,教研1型
187,辽宁师范大学,9.65,5.81,2.98,2.83,3.84,2.19,1.65,辽,8,师范,综合类,教研1型
188,湖南科技大学,9.55,6.41,1.68,4.73,3.15,1.73,1.42,湘,7,综合,综合类,教研1型
189,中南民族大学,9.54,5.94,2.05,3.89,3.60,1.79,1.82,鄂,10,民族,综合类,教研1型
190,华东政法大学,9.54,6.15,2.38,3.78,3.39,0.01,3.38,沪,12,政法,文科类,教研1型
191,西南科技大学,9.28,6.10,1.67,4.43,3.17,2.59,0.59,川,8,理工,文理类,教研1型
192,重庆邮电大学,9.20,6.42,1.65,4.77,2.78,2.14,0.64,渝,5,理工,文理类,教研2型
193,中国矿业大学(北京),9.12,5.31,2.96,2.35,3.81,3.54,0.27,京,26,理工,文理类,教研1型
194,福建医科大学,8.99,5.89,2.11,3.79,3.09,2.95,0.14,闽,6,医药,医学类,教研2型
195,哈尔滨理工大学,8.92,6.20,2.06,4.15,2.72,1.74,0.99,黑,8,理工,文理类,教研1型
196,广州中医药大学,8.92,6.43,2.10,4.34,2.49,2.34,0.15,粤,12,医药,医学类,教研1型
197,上海中医药大学,8.80,5.40,2.02,3.39,3.40,3.23,0.17,沪,13,医药,医学类,研教2型
198,兰州理工大学,8.71,5.53,2.21,3.33,3.18,2.86,0.32,甘,3,理工,文理类,教研1型
199,山东财经大学,8.66,5.91,1.47,4.44,2.75,0.33,2.42,鲁,12,财经,文科类,教研1型
200,烟台大学,8.61,5.25,1.65,3.60,3.36,1.95,1.41,鲁,13,综合,文理类,教研1型
